ITEM_ID,ITEM_DESC,START_DATE,END_DATE,PRICE,ITEM_CLASS,ITEM_CATEGORY
8PV7G8G0,Item JUAR8,2018-03-29,2020-09-09,65.76,Beauty,Gadgets
JJ3NZBIG,Item Z5GV8,2005-06-19,2007-04-12,182.65,Clothing,Literature
EU92KUID,Item VZJAD,2013-05-01,2014-07-23,296.68,Electronics,Apparel
3JKKQM7Z,Item DAW5Q,2000-10-20,2001-07-18,264.51,Clothing,Skincare
M4OTGF34,Item L1O74,2024-02-20,2025-12-21,198.55,Books,Furniture
R6BCUED5,Item 9LDX8,2019-02-09,2020-02-25,307.14,Home,Gadgets
TSZM27KQ,Item DG972,2023-12-26,2025-01-28,361.86,Clothing,Apparel
KZF8G33X,Item H6T4Y,2010-03-23,2012-10-15,74.15,Home,Skincare
1NPVYOZI,Item 8VPZH,2018-06-14,2020-01-12,496.10,Beauty,Gadgets
AOV3KA9L,Item W33WQ,2010-02-18,2012-04-18,175.88,Home,Gadgets
AK01SG5V,Item VDALL,2003-05-09,2004-06-11,168.53,Electronics,Literature
7676IOFC,Item Y8WGC,2017-04-08,2019-01-14,279.34,Books,Gadgets
R0GQ4WNZ,Item 41R5Z,2002-05-23,2004-06-22,386.89,Beauty,Skincare
OZCY8DNJ,Item 61J3P,2022-05-26,2024-10-31,367.29,Books,Apparel
RUX7NT8O,Item VXE26,2024-12-18,2025-06-12,99.23,Clothing,Skincare
9GX7J1Z5,Item MCDI0,2023-07-08,2025-08-18,420.78,Beauty,Gadgets
MKA5GJM4,Item 2RM4T,2004-03-14,2005-12-26,30.78,Beauty,Apparel
LODKGFBL,Item 8QN4W,2013-12-10,2015-03-19,493.74,Home,Furniture
V5827YHK,Item CRNV3,2012-07-03,2014-11-13,146.65,Books,Gadgets
290E2H0C,Item Q3B1O,2024-05-13,2025-01-05,253.85,Electronics,Skincare
YD7ME8I6,Item 3SYMJ,2023-01-20,2024-12-18,280.39,Beauty,Apparel
I77IRFM6,Item TPWT0,2017-02-07,2019-10-31,368.76,Electronics,Apparel
Q96V8LOM,Item D7E7R,2014-05-27,2015-06-20,185.53,Beauty,Literature
6ILM2BQU,Item P66Y5,2016-02-02,2018-02-24,431.68,Beauty,Furniture
7KIZ0BO5,Item 90BN9,2024-05-30,2026-07-18,454.27,Beauty,Literature
9TS6E42N,Item JZXUS,2015-04-07,2016-03-27,263.95,Books,Furniture
M3XX334F,Item 9FY2C,2012-10-15,2014-10-11,267.24,Electronics,Literature
P3X2KOFW,Item ZA6F6,2020-08-05,2021-07-04,365.44,Clothing,Literature
LCSW1HS3,Item QVK6C,2004-08-20,2005-03-16,464.30,Clothing,Apparel
1M2SXXA7,Item DB5QK,2020-10-23,2022-03-03,302.80,Home,Furniture
ZW3CNIQC,Item U1TTH,2021-01-19,2023-08-25,235.45,Home,Furniture
GX7EHFR9,Item O1XI1,2012-12-11,2013-07-02,174.85,Electronics,Apparel
M8A9QG0O,Item MY8D9,2017-08-10,2019-06-25,200.18,Home,Apparel
U4K7R0DL,Item C6G5X,2016-04-23,2017-03-02,205.85,Books,Furniture
4S01P05X,Item 5MOKG,2001-12-03,2003-03-29,146.68,Books,Literature
T8HI7QS4,Item P7JTS,2023-08-13,2025-06-07,481.89,Electronics,Apparel
G64TKQD2,Item 5YAHE,2014-01-21,2015-08-06,460.16,Home,Furniture
41I4ML71,Item CSBMB,2017-06-20,2019-08-01,182.46,Home,Furniture
YF6H7R4D,Item DNMJV,2017-04-03,2018-07-29,18.17,Books,Furniture
JXTQC73J,Item AHNF0,2004-04-29,2005-02-24,283.61,Home,Furniture
CQVKYO2Q,Item LYX21,2003-03-03,2005-05-19,64.78,Home,Skincare
WVAQ9WLK,Item 6Y9TR,2013-02-24,2014-02-25,328.07,Beauty,Gadgets
9SZG3YSP,Item 3SWP1,2013-03-24,2015-03-17,37.85,Home,Literature
E3AK5JO4,Item SXX13,2008-10-28,2009-07-30,51.36,Home,Literature
UHCH5Z3F,Item TD32W,2015-10-09,2017-07-08,218.20,Books,Literature
XEKD7F2I,Item RCMT6,2012-02-15,2013-02-10,276.47,Books,Skincare
18DVVOWZ,Item A0Z7F,2012-12-16,2014-05-11,399.81,Home,Gadgets
PIW9E524,Item HO4X5,2004-08-25,2005-09-05,351.49,Home,Furniture
3C9MBJTC,Item NRT29,2018-07-27,2019-01-29,248.01,Beauty,Furniture
OXM7TCHC,Item NGKBH,2001-09-03,2003-05-06,331.45,Books,Literature
8NUUPP26,Item 4OYYN,2015-05-18,2017-06-17,126.65,Books,Literature
ZQE4LGNR,Item RE2VT,2024-11-24,2025-02-11,80.71,Beauty,Literature
18H4QK9G,Item TYAIX,2021-10-27,2022-03-02,50.62,Clothing,Gadgets
RZZZ0AKI,Item 7XHBR,2022-08-07,2024-10-04,153.90,Clothing,Literature
B6OSY1LQ,Item 8ROW3,2010-07-01,2011-09-27,238.53,Beauty,Gadgets
G5AQ7F4Q,Item MMK81,2013-07-03,2014-11-21,333.64,Clothing,Skincare
2THSBPHF,Item 8NHMA,2001-03-11,2002-03-06,65.73,Beauty,Furniture
24SAABXX,Item JH2UC,2016-12-07,2017-08-01,49.32,Beauty,Furniture
G86J7IEW,Item RMIQ6,2018-04-30,2019-02-18,139.07,Beauty,Literature
JCVPNYZQ,Item TN17F,2015-07-27,2016-06-09,348.36,Books,Furniture
P26MUT7N,Item 5DCW2,2016-12-09,2017-12-15,213.94,Beauty,Literature
UYWOG5F4,Item WCCP8,2005-11-18,2007-10-09,66.74,Clothing,Furniture
T8MZGU20,Item V1VE0,2013-01-25,2015-07-31,341.85,Books,Gadgets
175I27TY,Item UZ0UW,2011-02-05,2013-10-21,255.86,Books,Furniture
MT9OOWFC,Item 3W8KF,2001-12-23,2002-06-25,394.63,Electronics,Gadgets
WJSS37ZR,Item ZG42H,2019-08-26,2020-06-13,140.21,Books,Literature
DDFF1TTL,Item IYPP7,2019-11-08,2020-01-24,44.99,Electronics,Gadgets
860ROORU,Item H1XZZ,2022-12-11,2024-03-21,335.24,Clothing,Furniture
AUHDNUP0,Item SHB5W,2019-08-22,2021-01-18,120.22,Clothing,Skincare
4ORO0FNF,Item HWMUL,2019-10-05,2020-04-06,178.27,Books,Skincare
GOGHROZ8,Item 6YJDG,2017-07-18,2019-07-12,392.34,Books,Skincare
PUZAS2PV,Item TIWHR,2021-08-10,2022-08-29,84.04,Electronics,Gadgets
WBBTD5Q4,Item 9CSJC,2017-08-16,2018-03-16,331.72,Beauty,Gadgets
P7AF20M2,Item KJ92J,2005-03-16,2006-02-28,334.35,Beauty,Literature
8RCMOZUN,Item CIGAO,2013-04-25,2014-11-11,390.16,Beauty,Skincare
1V1MDZRR,Item UWA2C,2002-07-16,2004-10-03,274.78,Clothing,Literature
Z1O8V6E2,Item 2Z2LG,2003-04-04,2004-08-24,348.07,Beauty,Apparel
T4W512E2,Item 3SAX5,2017-09-12,2018-06-11,213.67,Home,Apparel
2XZGTHMF,Item ZOM8W,2021-01-23,2022-02-24,443.72,Electronics,Skincare
CH7XWY8V,Item KAJD5,2004-12-25,2006-12-27,214.38,Home,Furniture
KVYLDW8K,Item WN9BX,2006-08-09,2008-11-24,96.55,Books,Literature
W7L7LCN4,Item OMDO1,2020-02-16,2022-06-30,265.12,Beauty,Skincare
AUPVRHBB,Item LK2RQ,2015-11-20,2017-11-30,239.08,Electronics,Apparel
LMGWM2D9,Item ZRJ6A,2022-05-26,2023-04-16,442.67,Beauty,Skincare
VNM2GHQW,Item TCI6D,2020-03-12,2021-11-18,185.54,Electronics,Apparel
AL80S7R0,Item U7LSB,2011-10-09,2013-11-13,128.16,Home,Gadgets
CVOYMZLU,Item SP6UB,2014-05-24,2015-12-19,281.58,Clothing,Skincare
MJTUL5HD,Item BX6ED,2005-09-20,2006-02-15,310.97,Beauty,Gadgets
H9DRZXZK,Item 7XQDD,2020-10-02,2021-03-10,402.60,Beauty,Apparel
JX46UUUK,Item DBSDK,2010-11-26,2011-03-21,363.41,Clothing,Literature
2V713HPO,Item 4DN6D,2018-02-04,2020-10-11,240.76,Books,Literature
XEBBHCO6,Item I9E4L,2024-09-18,2025-12-11,334.92,Clothing,Furniture
7JW7S8NF,Item 1H4KN,2009-09-06,2011-06-16,428.48,Clothing,Apparel
DPOST5CH,Item 12J2L,2024-05-23,2025-05-05,424.33,Home,Furniture
XZYOXP4G,Item MT6XG,2008-02-06,2010-09-07,266.31,Beauty,Literature
G3J7KOX5,Item TUT9M,2012-05-24,2013-08-19,276.94,Electronics,Furniture
9ELP27DH,Item M5KIA,2006-06-05,2007-12-03,489.37,Books,Skincare
B2Z4ATAH,Item PTQCV,2004-08-03,2005-05-02,296.74,Beauty,Literature
CN6FMNFV,Item NZIVO,2000-08-22,2001-01-18,134.72,Electronics,Gadgets
L2THG91H,Item 0U1EA,2010-02-25,2011-09-28,218.74,Beauty,Literature
SCCGNL9U,Item LKGR3,2013-05-23,2015-07-08,134.40,Beauty,Apparel
PGFOJIVI,Item U5R4P,2001-12-30,2002-09-27,127.48,Beauty,Furniture
FK5STBW2,Item O4D2V,2000-09-21,2002-06-30,400.84,Books,Furniture
HLS2V2ZE,Item HQRNC,2023-12-24,2024-06-19,264.39,Home,Gadgets
BNSM55JC,Item 8YNC6,2023-12-16,2024-07-26,229.23,Clothing,Apparel
9JDDAWQW,Item BHNFY,2004-06-05,2005-01-27,40.06,Beauty,Gadgets
1LQN5FU0,Item UKV7D,2016-07-13,2018-07-08,282.33,Electronics,Furniture
G14DKZC2,Item QXQE5,2000-02-14,2002-02-09,30.19,Electronics,Literature
LQYIRGV5,Item Q797M,2005-06-15,2006-08-29,487.18,Books,Gadgets
ZCKP0GOE,Item YRT3A,2009-07-07,2010-11-30,412.71,Beauty,Apparel
HG6ZQEUW,Item 83SOT,2001-11-01,2003-07-29,351.09,Books,Apparel
NYU12OMU,Item FYWLY,2001-07-12,2003-07-12,35.32,Beauty,Literature
O8TE9P6Z,Item 0JQ99,2022-08-04,2023-03-01,405.49,Electronics,Literature
XOOXHNJO,Item OIRIS,2008-03-05,2009-01-29,433.83,Books,Skincare
N48TELJ6,Item I48SR,2021-11-02,2022-07-22,376.33,Beauty,Furniture
CD714WYE,Item IMDYE,2006-03-16,2008-05-26,233.78,Home,Skincare
51PY2D7O,Item IXATU,2004-11-30,2005-06-23,383.52,Books,Furniture
91A420CI,Item NP33V,2014-11-22,2016-09-30,348.07,Electronics,Gadgets
SYO7N7GQ,Item Q8DXE,2023-12-19,2024-09-16,101.36,Home,Furniture
BVAU44F4,Item FNDFG,2011-12-03,2012-07-03,373.42,Clothing,Apparel
GI87SFT0,Item 7OQM7,2005-08-02,2007-12-14,63.89,Electronics,Skincare
2DM17RAY,Item MYSNU,2004-12-28,2006-10-20,41.85,Books,Gadgets
4ZE4SS67,Item OZYNF,2011-07-15,2013-09-23,218.17,Home,Literature
HLEGPLBN,Item RY8IE,2019-12-19,2021-10-17,185.06,Home,Gadgets
4KG37PNE,Item K8DYF,2019-10-02,2020-04-22,399.47,Electronics,Furniture
GVPRYKO9,Item GMVCI,2004-01-11,2006-09-23,107.29,Clothing,Furniture
4CALKTE0,Item MT5WL,2013-08-19,2015-12-25,160.85,Home,Furniture
I2ZKVRS5,Item L1285,2018-04-18,2019-05-30,57.21,Electronics,Apparel
EF098G1T,Item JRY6U,2010-04-17,2011-12-23,130.39,Home,Furniture
37JI32LA,Item 4AKNO,2023-03-11,2025-02-24,108.85,Books,Furniture
1LIBJTDV,Item 7U5L2,2014-08-28,2015-02-28,460.59,Home,Apparel
X0AB9U6Z,Item LL7PL,2008-08-16,2010-08-27,105.97,Electronics,Skincare
F9SFC1HL,Item D7EUW,2013-04-14,2015-09-14,446.60,Clothing,Skincare
5FZC1MM2,Item V8WAM,2007-11-06,2009-04-02,140.38,Clothing,Skincare
E9GFFUVZ,Item X3LQK,2023-09-25,2025-02-06,496.93,Clothing,Skincare
SB5Q9QIW,Item FULCH,2020-05-18,2021-02-10,62.33,Clothing,Gadgets
2MG18K5V,Item DY4M6,2012-01-13,2014-01-28,100.32,Home,Furniture
B3ZLN1OC,Item 482OG,2012-12-22,2013-12-15,94.11,Home,Gadgets
UTS2KRCA,Item WGDFJ,2017-11-11,2019-05-01,266.79,Home,Apparel
CWPD3XB5,Item 1D15D,2014-10-30,2015-06-09,475.43,Home,Apparel
X1WXAGH6,Item R1N18,2014-10-01,2016-06-24,351.36,Electronics,Apparel
NCK47840,Item JIEBS,2005-01-05,2006-10-03,402.15,Clothing,Gadgets
K381HWXN,Item Y5AEL,2003-02-06,2005-08-28,298.13,Beauty,Skincare
6747DE9N,Item APKQP,2007-12-30,2008-11-17,424.54,Electronics,Furniture
88E888O6,Item 4JQDI,2014-08-12,2015-04-12,278.82,Beauty,Literature
AJJ0O8L6,Item 4SY2T,2012-08-15,2014-02-01,234.10,Books,Literature
RCG07IO7,Item KSKAC,2005-07-15,2007-05-31,29.64,Books,Furniture
URGXLHPG,Item DCG51,2002-11-20,2004-08-05,95.48,Beauty,Apparel
DOEXEHJQ,Item VT5LT,2010-05-28,2011-01-27,212.61,Home,Literature
CGU9N66X,Item 99X2B,2004-08-20,2006-01-24,375.72,Home,Apparel
DWGVTXK6,Item HVE33,2011-09-23,2012-04-27,249.59,Clothing,Furniture
8UVU60ZM,Item RA4R4,2009-08-10,2010-09-05,187.42,Clothing,Furniture
S6OLDF5Q,Item GYEHI,2012-11-29,2014-11-02,145.05,Electronics,Apparel
165ZF7BQ,Item ASNF7,2019-04-16,2021-05-30,184.70,Electronics,Gadgets
0JVP7UH0,Item CMX4A,2010-05-09,2012-03-12,339.11,Electronics,Literature
QH177PEY,Item 712XU,2023-08-05,2024-06-30,271.60,Beauty,Skincare
5MB52CXB,Item 3OM2I,2006-06-20,2007-08-10,484.47,Books,Gadgets
8DXUFT3G,Item X8TPP,2024-08-24,2025-11-11,182.37,Home,Furniture
TEQ9G0HQ,Item 79N3W,2010-01-27,2012-04-14,332.51,Beauty,Skincare
J17KHXOH,Item JTCGT,2020-11-16,2021-07-16,148.16,Home,Gadgets
D1DCOCXG,Item YZ5PB,2023-08-22,2024-04-13,365.64,Home,Furniture
Q9OZWXRU,Item 01EJ6,2004-08-20,2005-11-13,441.81,Home,Gadgets
Q8DHR5BC,Item 15JFY,2010-08-13,2011-07-30,54.18,Books,Literature
MVQIO1EC,Item 5204K,2017-04-30,2018-05-28,325.90,Electronics,Apparel
CSA5Q11X,Item E8BGT,2007-08-19,2008-11-15,312.18,Clothing,Apparel
OHOL1MPX,Item 2Q487,2012-12-10,2013-03-22,406.55,Home,Apparel
7ZTS1JBU,Item C7Z2Y,2023-05-21,2025-01-09,41.47,Electronics,Apparel
YIGROFI4,Item 10CLN,2008-03-23,2010-12-26,263.83,Books,Furniture
4A1G6ERH,Item 0VJFN,2011-03-28,2012-09-21,65.86,Electronics,Literature
7OUWWN6E,Item BF6Q5,2014-10-10,2016-07-24,477.01,Electronics,Furniture
05D88PBZ,Item 4D7YF,2014-04-08,2015-02-08,384.86,Books,Gadgets
1JIS6MIF,Item CFX6F,2023-06-02,2025-04-05,311.97,Home,Furniture
X1WIVXQA,Item 7K8JJ,2022-05-14,2024-08-17,406.58,Clothing,Literature
JP4X2KQO,Item I1D83,2010-06-26,2012-04-05,211.99,Clothing,Apparel
E7EK5VVW,Item ITY4X,2001-10-07,2003-09-24,423.54,Clothing,Furniture
NPHTPQX2,Item HE7IM,2010-12-31,2012-03-07,425.10,Clothing,Skincare
NS3AEM8K,Item WLNR2,2024-05-03,2026-10-16,136.55,Clothing,Skincare
UDOP8DD8,Item TA58Y,2020-03-16,2021-08-14,204.85,Electronics,Literature
Z95TQ43L,Item XHW9V,2000-08-04,2002-10-05,133.85,Books,Skincare
N3RLEGZW,Item KUQS4,2017-04-25,2018-03-11,220.08,Home,Furniture
PUKPKPCU,Item 6D4R0,2014-05-28,2016-02-13,445.27,Clothing,Skincare
JAU0RMNP,Item 1FV09,2021-05-05,2023-10-14,409.02,Beauty,Furniture
KY2BSB1O,Item HEZEE,2007-05-18,2008-10-06,57.73,Books,Apparel
Z9TIDS0R,Item 26WHU,2007-06-09,2009-11-28,154.17,Clothing,Literature
B1X9F12L,Item BMH7D,2024-07-01,2026-07-02,429.67,Books,Furniture
W4NV6MYA,Item E6ADY,2014-04-15,2016-08-28,326.32,Clothing,Apparel
TP06X76P,Item 2E3GJ,2010-12-02,2011-03-15,451.09,Electronics,Gadgets
6VOG2AD5,Item Z94GS,2012-11-20,2013-12-03,311.33,Books,Apparel
QXK4K35N,Item 5P8O7,2001-04-22,2002-11-08,117.89,Electronics,Apparel
BMLN6QC4,Item Y0LK9,2000-05-17,2001-01-28,275.15,Electronics,Furniture
ZJNIS158,Item NRHXV,2004-11-11,2005-07-12,169.63,Clothing,Furniture
NELFT38W,Item PPJCX,2005-10-06,2006-09-10,342.00,Clothing,Apparel
D3YKEI38,Item VBCJ0,2024-07-01,2026-08-10,109.94,Home,Literature
2AE9KMMZ,Item 8FSDS,2017-10-19,2019-12-30,361.63,Books,Gadgets
BVAN945Y,Item CQVMV,2005-08-24,2007-04-06,437.16,Electronics,Apparel
3FIN1H9C,Item EHQ0Y,2005-01-14,2006-09-07,183.10,Books,Gadgets
EZY9YYQ3,Item NZE5L,2010-07-15,2011-12-25,320.03,Beauty,Apparel
SEH5Y90P,Item NAI46,2001-12-28,2002-02-19,227.14,Clothing,Furniture
6DDC9BFH,Item JC0BF,2000-02-29,2001-11-17,273.63,Books,Gadgets
ZKC67OFH,Item L9NMV,2015-11-01,2017-11-17,217.73,Electronics,Apparel
